Compound,Count,Date,Negative,Neutral,Positive,Tweet,User
0.0,98,Sun Sep 23 23:41:48 +0000 2018,1.0,0.0,0.0,@ErikaAnaLugo Got your order! #NationalPreparedness + 🚨 is on it's way with @911onFOX and @ResidentonFOX,FOX
0.361,99,Sun Sep 23 23:41:39 +0000 2018,0.839,0.0,0.161,@PostmateDriver Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/72VdcsADXp,FOX
0.0,100,Sun Sep 23 23:41:36 +0000 2018,1.0,0.0,0.0,@82070c62b291420 You're almost there! Click https://t.co/qRxna5phnb to confirm #NationalPreparedness + 🚨,FOX
0.0,1,Sun Sep 30 08:50:48 +0000 2018,1.0,0.0,0.0,"A year into the #MeToo movement, has the marketing machinery of the red carpet changed at all? (The early answer is… https://t.co/C9WU39FAfZ",The New York Times
0.077,2,Sun Sep 30 08:34:27 +0000 2018,0.582,0.175,0.243,"Consuming caffeine regularly may increase the ability to withstand pain, a small study suggests https://t.co/30KdfHy6bW",The New York Times
-0.296,3,Sun Sep 30 08:17:26 +0000 2018,0.761,0.239,0.0,No expensive equipment or fancy ingredients necessary https://t.co/R6IM2ySjhY,The New York Times
0.66,4,Sun Sep 30 08:00:33 +0000 2018,0.779,0.0,0.221,36 Hours in Montreal: This cosmopolitan city gives you the chance to tour streets filled with vibrant street art an… https://t.co/alNBe3RN7B,The New York Times
0.128,5,Sun Sep 30 07:44:25 +0000 2018,0.8,0.0,0.2,This artist's work challenges the idea that ceramics are necessarily delicate https://t.co/BEbo9fDV7o,The New York Times
0.44,6,Sun Sep 30 07:26:56 +0000 2018,0.847,0.0,0.153,"""As Americans cram into ever-tighter urban living arrangements, a question has emerged: Isn’t there some better way… https://t.co/cr6l1bfjAp",The New York Times
0.0,7,Sun Sep 30 07:09:29 +0000 2018,1.0,0.0,0.0,Colleges kept beer out of football stadiums for years. Now some of them are working to sell booze to fans so they d… https://t.co/vaFslNZ1r3,The New York Times
0.422,8,Sun Sep 30 06:53:20 +0000 2018,0.851,0.0,0.149,The NFL is trying to make football safer. So why are its players wearing less padding? https://t.co/OLO9K5f7cl,The New York Times
-0.522,9,Sun Sep 30 06:37:09 +0000 2018,0.598,0.402,0.0,You were never second best https://t.co/ATplcP59kS,The New York Times
0.0,10,Sun Sep 30 06:19:44 +0000 2018,1.0,0.0,0.0,letters: The Feminists and the Frat House https://t.co/4kORCydyIS,The New York Times
0.0,11,Sun Sep 30 06:15:30 +0000 2018,1.0,0.0,0.0,"Kurt Vile's music is personal — the “I” in his songs, he says, is almost always himself — but not revealing https://t.co/MfHpIvkOuQ",The New York Times
-0.494,12,Sun Sep 30 05:59:02 +0000 2018,0.819,0.181,0.0,"""As my summer of pop-ups dragged on, I began to dread my evenings. What began as a kicky story idea became a masoch… https://t.co/87M6VIqdgQ",The New York Times
-0.361,13,Sun Sep 30 05:42:23 +0000 2018,0.762,0.238,0.0,Are we born to be physically lazy? Probably. https://t.co/H22vGWszgP,The New York Times
0.494,14,Sun Sep 30 05:25:47 +0000 2018,0.64,0.096,0.264,"In a real estate market tinged with uncertainty, renting feels like a safer bet to a number of people who could wel… https://t.co/Tn26FyuilQ",The New York Times
0.0,15,Sun Sep 30 05:08:42 +0000 2018,1.0,0.0,0.0,"10 of the most-asked wedding-etiquette questions, answered https://t.co/ptS2HwMJ4R",The New York Times
-0.649,16,Sun Sep 30 04:51:22 +0000 2018,0.83,0.17,0.0,Toxic chemicals are lingering in the blubber of killer whales — and they may end up wiping out half the world’s pop… https://t.co/sFUb77o0Hb,The New York Times
-0.052,17,Sun Sep 30 04:33:54 +0000 2018,0.948,0.052,0.0,"RT @NYTHealth: The E.P.A. on Tuesday put the head of its Office of Children's Health Protection on administrative leave, an unusual move af…",The New York Times
0.0,18,Sun Sep 30 04:17:52 +0000 2018,1.0,0.0,0.0,"The wild, ragged days of Governors Island are over, and development is coming https://t.co/5RYCRYzODg",The New York Times
0.0,19,Sun Sep 30 04:00:19 +0000 2018,1.0,0.0,0.0,"""Mind-blowing"" 3-D maps of ancient Maya structures revealed beneath the canopy of the Guatemalan jungle by laser te… https://t.co/OyasGWqwJF",The New York Times
0.296,20,Sun Sep 30 03:41:12 +0000 2018,0.896,0.0,0.104,Robin Williams was an avid collector of art and memorabilia. A portion of his collection is coming up for sale. https://t.co/WC6pUczBla,The New York Times
-0.743,21,Sat Sep 29 23:15:07 +0000 2018,0.741,0.259,0.0,"With all of its emotion and anger, the fight over Brett Kavanaugh’s nomination shows the power — and limitations —… https://t.co/noh4jNNSNi",The New York Times
0.637,22,Sat Sep 29 23:11:23 +0000 2018,0.488,0.0,0.512,Why I Love Reality Television https://t.co/AGqWcEkMpq,The New York Times
0.0,23,Sat Sep 29 23:00:05 +0000 2018,1.0,0.0,0.0,"The ancient roads, pyramids and houses revealed by laser mapping are forcing researchers to reevaluate what they th… https://t.co/baWBR8vmel",The New York Times
0.0,24,Sat Sep 29 22:59:43 +0000 2018,1.0,0.0,0.0,"In KFC’s China Ads, Nuggets Are Served With Patriotism https://t.co/6NkG3Ummnl",The New York Times
-0.822,25,Sat Sep 29 22:52:39 +0000 2018,0.677,0.323,0.0,RT @nytopinion: The battle between the competing moralisms behind the Kavanaugh hearings risks becoming an all-out war between the sexes —…,The New York Times
0.862,26,Sat Sep 29 22:40:08 +0000 2018,0.548,0.071,0.381,"RT @nytimesworld: “Without any trust in the United States, there will be no confidence in our national security, and under such circumstanc…",The New York Times
0.637,27,Sat Sep 29 22:26:18 +0000 2018,0.802,0.0,0.198,"The single best use of boneless, skinless chicken breasts? Make chicken francese, an Italian-American staple with l… https://t.co/RlGsumk7mI",The New York Times
0.0,28,Sat Sep 29 22:10:07 +0000 2018,1.0,0.0,0.0,"As others fled amid a 7.5 magnitude earthquake, the last act of an air traffic controller in Palu, Indonesia was to… https://t.co/krLnJkGH9P",The New York Times
0.103,29,Sat Sep 29 21:58:37 +0000 2018,0.862,0.06,0.078,Breaking News: Elon Musk will step down as Tesla's chairman for 3 years and pay a $20 million fine in an S.E.C. set… https://t.co/BqwBhxl4xT,The New York Times
0.0,30,Sat Sep 29 21:44:42 +0000 2018,1.0,0.0,0.0,RT @NYTScience: Their dad went to the moon and back. He wanted to know if they mowed the lawn. https://t.co/CFi9Hyye3a,The New York Times
0.0,31,Sat Sep 29 21:30:12 +0000 2018,1.0,0.0,0.0,"Train stations, some remade and others crumbling, reflect the trajectories of their towns and cities. See what we f… https://t.co/icEIVfkdLi",The New York Times
-0.273,32,Sat Sep 29 21:15:06 +0000 2018,0.89,0.11,0.0,"In Opinion

Op-Ed contributor Rebecca Traister writes, ""This political moment has provoked a period in which more a… https://t.co/2bLeiEnY5c",The New York Times
0.0,33,Sat Sep 29 21:00:09 +0000 2018,1.0,0.0,0.0,The clock has begun ticking on the one-week FBI investigation into sexual misconduct allegations made against Brett… https://t.co/2iTIWCs99o,The New York Times
0.0,34,Sat Sep 29 20:45:01 +0000 2018,1.0,0.0,0.0,A 2016 law in France penalized paying for sex instead of selling it. But some prostitutes say that law puts them in… https://t.co/Cr8QXhubCD,The New York Times
-0.616,35,Sat Sep 29 20:31:08 +0000 2018,0.799,0.201,0.0,"After 45 years, more than 1,000 fights and some of the most lucrative and controversial matches of all time, HBO is… https://t.co/4mMsRAGgP2",The New York Times
-0.361,36,Sat Sep 29 20:15:06 +0000 2018,0.889,0.111,0.0,"""Rarely has the reputation of a leader fallen so far, so fast."" Aung San Suu Kyi: Nobel laureate, democracy icon an… https://t.co/mZsqBBfYGG",The New York Times
0.128,37,Sat Sep 29 20:02:02 +0000 2018,0.595,0.175,0.23,Golf Digest and college students helped free a man wrongly convicted of murder. Here's the week in good news. https://t.co/yzDgXavDaQ,The New York Times
0.0,38,Sat Sep 29 20:00:03 +0000 2018,1.0,0.0,0.0,"A Sloan Kettering executive will give up his $1.4 million stake in a biotech start-up, as the hospital re-examines… https://t.co/0yV9ZY68y7",The New York Times
-0.103,39,Sat Sep 29 19:45:07 +0000 2018,0.928,0.072,0.0,Text messages that were supposed to warn Indonesians of a possible tsunami were foiled when cellphone towers were d… https://t.co/A3nTUxRGuF,The New York Times
0.827,40,Sat Sep 29 19:30:05 +0000 2018,0.633,0.0,0.367,"He was always smiling, always laughing and running, like the average 4-year-old,” a neighbor said. “That’s why this… https://t.co/cZNILgbREW",The New York Times
0.765,41,Sat Sep 29 09:48:10 +0000 2018,0.577,0.085,0.338,Having all the right cholesterol numbers and staying active is no guarantee your heart is in great shape https://t.co/zGk7vB2zM4,The New York Times
-0.423,42,Sat Sep 29 09:32:05 +0000 2018,0.73,0.186,0.084,"RT @RorySmith: A curious quote here, a bad result there, a slightly dodgy WiFi connection: it doesn’t take much to send Man Utd over the ed…",The New York Times
0.0,43,Sat Sep 29 09:09:36 +0000 2018,1.0,0.0,0.0,This one-pan shrimp enchiladas verde recipe is as simple to make as it is tasty https://t.co/Lmw7eO1XAA https://t.co/Je0c16XmFx,The New York Times
0.226,44,Sat Sep 29 08:52:09 +0000 2018,0.853,0.0,0.147,The New Birds and Bees: Teaching Kids About Boundaries and Consent https://t.co/mVrenFA8HP,The New York Times
-0.382,45,Sat Sep 29 08:49:55 +0000 2018,0.833,0.167,0.0,"“I don’t know who got a bigger fright: the seal, me or the octopus” https://t.co/gxayw44IQq",The New York Times
-0.927,46,Sat Sep 29 08:32:01 +0000 2018,0.552,0.448,0.0,RT @nytimesworld: Seven men arrested in the Netherlands were arrested on charges of planning to attack a mass event with AK-47s and bomb be…,The New York Times
0.0,47,Sat Sep 29 08:05:21 +0000 2018,1.0,0.0,0.0,McKinsey &amp; Company is advising the Puerto Rican government on a financial overhaul to lighten its crippling debts.… https://t.co/E1uRYpKeLb,The New York Times
-0.758,48,Sat Sep 29 08:04:42 +0000 2018,0.723,0.277,0.0,Breaking News: Nearly 400 people were killed when an earthquake and a tsunami struck the Indonesian island of Sulaw… https://t.co/4pQUmpMggT,The New York Times
-0.511,49,Sat Sep 29 07:48:16 +0000 2018,0.852,0.148,0.0,A program intended to wipe away the student loans of qualifying public servants rejected more than 99% of those who… https://t.co/06as1CWjkT,The New York Times
0.542,50,Sat Sep 29 07:32:00 +0000 2018,0.809,0.0,0.191,RT @comradewong: 1. Secretary of State Mike Pompeo made a surprise announcement on the closing of the Basra consulate. Cited security reaso…,The New York Times
-0.766,51,Sat Sep 29 07:28:43 +0000 2018,0.602,0.398,0.0,A Prostitute Was Killed in France. Is a New Law Partly to Blame? https://t.co/bmp3PFRMJz,The New York Times
0.0,52,Sat Sep 29 07:06:16 +0000 2018,1.0,0.0,0.0,"In case you're listening to Robyn's new song, ""Honey,"" on repeat...  https://t.co/JG85JYu0RX",The New York Times
0.0,53,Sat Sep 29 06:50:05 +0000 2018,1.0,0.0,0.0,Scientists reported the first discovery of all-female termite societies — researchers did not find a single male https://t.co/wSUj2xJy05,The New York Times
0.262,54,Sat Sep 29 06:32:06 +0000 2018,0.903,0.0,0.097,"RT @HernandezJavier: The young activists are model students &amp; ardent communists, singing socialist anthems and quoting Mao. But China's lea…",The New York Times
0.0,55,Sat Sep 29 06:15:52 +0000 2018,1.0,0.0,0.0,"Lady Gaga and Bradley Cooper are in the sha-ha-sha-hallow, and Lil Wayne's long-delayed album is here. Here's the w… https://t.co/PKWMDlw9Cw",The New York Times
-0.202,56,Sat Sep 29 05:59:31 +0000 2018,0.602,0.223,0.175,Good science means publishing negative results. It doesn't happen nearly enough. https://t.co/bDl1g2jQTG,The New York Times
-0.103,57,Sat Sep 29 05:42:03 +0000 2018,0.82,0.098,0.082,RT @NYTScience: Research into these termite colonies in Japan is the first to demonstrate that males can be discarded from advanced societi…,The New York Times
0.44,58,Sat Sep 29 05:22:06 +0000 2018,0.693,0.091,0.216,"Social Security faces a projected shortfall in about 16 years, when benefits would be cut by roughly 20%. Lawmakers… https://t.co/2NMThx4CH0",The New York Times
0.637,59,Sat Sep 29 05:02:02 +0000 2018,0.802,0.0,0.198,"In a world that relentlessly enforces limits, the love of a pet is a refuge for unconstrained emotion, especially f… https://t.co/9EUUOR1Mgl",The New York Times
-0.818,60,Sat Sep 29 04:42:05 +0000 2018,0.679,0.321,0.0,"A tsunami kills dozens in Indonesia, and an aid worker fears the toll will rise: “I’m worried about people who migh… https://t.co/f6YPK34FKh",The New York Times
-0.318,61,Fri Sep 28 15:45:08 +0000 2018,0.887,0.113,0.0,"In Opinion

New York Times Magazine writer @emilybazelon writes, ""It is impossible to justify the lack of a neutral… https://t.co/uTyKqvau9K",The New York Times
0.0,62,Fri Sep 28 15:30:15 +0000 2018,1.0,0.0,0.0,RT @stanfordc: Tiger is back. So is the news quiz. https://t.co/2XBym1QKtH https://t.co/wmsclgCAJx,The New York Times
0.051,63,Fri Sep 28 15:15:53 +0000 2018,0.855,0.068,0.077,"RT @juliamoskin: Where did chicken francese come from? No one's quite sure, but it involves Liberace; Rochester, N.Y.;  the 1970s veal boyc…",The New York Times
0.0,64,Fri Sep 28 15:00:08 +0000 2018,1.0,0.0,0.0,A woman now runs a plant where Ford makes F-150 trucks. But women remain underrepresented across manufacturing indu… https://t.co/iGiWYKnIW1,The New York Times
0.0,65,Fri Sep 28 14:45:07 +0000 2018,1.0,0.0,0.0,"RT @nytopinion: The committee has scheduled a vote on Kavanaugh’s nomination today. But many, including The Editorial Board, remain unsatis…",The New York Times
-0.807,66,Fri Sep 28 14:34:31 +0000 2018,0.628,0.372,0.0,Tensions over Brett Kavanaugh continued: A senator was confronted on camera by sexual assault survivors and Democra… https://t.co/n4tEXapD6s,The New York Times
-0.904,67,Fri Sep 28 14:30:10 +0000 2018,0.663,0.337,0.0,"RT @NYTHealth: “If you are too upset, you are crazy. If you are not upset enough, people don’t believe you were raped. So you have to be ju…",The New York Times
-0.273,68,Fri Sep 28 14:18:27 +0000 2018,0.723,0.162,0.115,"""You are telling me that my assault doesn’t matter."" 
After announcing that he would support Judge Brett Kavanaugh,… https://t.co/WFUtvg0wTI",The New York Times
-0.052,69,Fri Sep 28 14:14:05 +0000 2018,0.946,0.054,0.0,"A man in Hong Kong has been found to have a strain of hepatitis E that had only been seen previously in rats, resea… https://t.co/4FFpQOv50U",The New York Times
0.34,70,Fri Sep 28 13:57:05 +0000 2018,0.821,0.0,0.179,Late-night hosts shared their views on the Kavanaugh hearing. Here's a roundup. https://t.co/WprRcD8snq,The New York Times
0.0,71,Fri Sep 28 13:48:21 +0000 2018,1.0,0.0,0.0,"Breaking News: Senator Jeff Flake, the key swing Republican on the Judiciary Committee, will vote to confirm Brett… https://t.co/yKMQp3wiYB",The New York Times
0.0,72,Fri Sep 28 13:40:07 +0000 2018,1.0,0.0,0.0,Senators meet to decide Brett Kavanaugh's fate https://t.co/O6a7jz7NY5 https://t.co/1N3XOjlX3S,The New York Times
0.542,73,Fri Sep 28 13:30:11 +0000 2018,0.8,0.0,0.2,A tour of farms and factories gave Xi Jinping a chance to look like Mao and take aim at President Trump… https://t.co/wy5rEa1q6P,The New York Times
0.0,74,Fri Sep 28 13:15:07 +0000 2018,1.0,0.0,0.0,Writers from across the political spectrum react to the Kavanaugh-Blasey hearing https://t.co/z3RORKzqEY,The New York Times
0.0,75,Fri Sep 28 13:00:03 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/FEvLHQvMXF https://t.co/MvvmnPduIF,The New York Times
0.103,76,Fri Sep 28 12:50:05 +0000 2018,0.708,0.117,0.175,"Turning to the Democrats to his left, Lindsey Graham fumed: ""You want this seat. I hope you never get it."" https://t.co/RCAbPDjtP8",The New York Times
-0.459,77,Fri Sep 28 12:41:05 +0000 2018,0.864,0.136,0.0,One of the doctors hired to screen immigrants had sexually exploited female patients. Another once tried to have a… https://t.co/LTTUa6PhSl,The New York Times
0.0,78,Fri Sep 28 12:30:10 +0000 2018,1.0,0.0,0.0,"""Because he told me I would get in trouble.""

""Because I thought that's just what happens when you drink too much.""… https://t.co/zsBatNnO4G",The New York Times
0.0,79,Fri Sep 28 12:15:06 +0000 2018,1.0,0.0,0.0,"A GoFundMe campaign set up on behalf of Christine Blasey Ford drew more than $200,000 in donations in the hours imm… https://t.co/qb9ClXblJ4",The New York Times
-0.361,80,Fri Sep 28 12:02:07 +0000 2018,0.878,0.122,0.0,"Your daily @DealBook Briefing:

• Elon Musk is fighting for his corporate life. 

• The long road to corporate gend… https://t.co/nFW75eVrQc",The New York Times
0.0,81,Thu Sep 27 20:40:06 +0000 2018,1.0,0.0,0.0,Mark Judge’s name kept coming up during the Senate Judiciary Committee hearing with Dr. Christine Blasey Ford. Here… https://t.co/Ks5C3ufGVp,The New York Times
0.0,82,Thu Sep 27 20:39:50 +0000 2018,1.0,0.0,0.0,Breaking News: Elon Musk was sued by the SEC over a tweet about taking Tesla private. The agency wants to bar him f… https://t.co/174i8jCDgb,The New York Times
0.0,83,Thu Sep 27 20:30:02 +0000 2018,1.0,0.0,0.0,"In Opinion

Contributing Op-Ed writer @karaswisher writes, ""Kevin Systrom, a founder of Instagram, wasn’t a 'team p… https://t.co/xuRXRKCbVF",The New York Times
0.0,84,Thu Sep 27 20:22:09 +0000 2018,1.0,0.0,0.0,"In his yearbook, Brett Kavanaugh and others called themselves ""Renate Alumni."" The woman they were referring to tol… https://t.co/94JmZa2VD7",The New York Times
0.44,85,Thu Sep 27 20:20:07 +0000 2018,0.822,0.0,0.178,"The facts of Dr. Christine Blasey Ford's story are already well known, but hearing her detail them was compelling https://t.co/GhkN4O2Z6I",The New York Times
0.572,86,Thu Sep 27 20:16:14 +0000 2018,0.81,0.0,0.19,"RT @SherylNYT: Kavanaugh: “The Swetnick thing is a joke, that is a farce.""
Feinstein: “Would you like to say more about it?
Kavanaugh, soun…",The New York Times
-0.856,87,Thu Sep 27 20:10:05 +0000 2018,0.615,0.385,0.0,The police in Slovakia arrested 8 people suspected of being connected to the killing of a young investigative journ… https://t.co/f0VvauHkVY,The New York Times
-0.361,88,Thu Sep 27 20:05:53 +0000 2018,0.894,0.106,0.0,"RT @peterbakernyt: The parallel with the Clinton deposition in the Jones case, when the lawyers gave him a definition of sex, is eerie.",The New York Times
0.0,89,Thu Sep 27 20:03:15 +0000 2018,1.0,0.0,0.0,"In stark contrast to his subdued appearance earlier this week on Fox News, Brett Kavanaugh was sharp and emotional… https://t.co/C2DyAcoRFu",The New York Times
0.0,90,Thu Sep 27 20:00:07 +0000 2018,1.0,0.0,0.0,"Ana Mendieta’s art often pushed ethnic, sexual, moral, religious and political boundaries. But her stature as an ar… https://t.co/Jrr3KYKZuW",The New York Times
-0.44,91,Thu Sep 27 19:55:21 +0000 2018,0.873,0.127,0.0,"Brett Kavanaugh condemned Democrats who he said had searched for reasons to sink him weeks before, only to turn to… https://t.co/GbDkZo6swj",The New York Times
-0.25,92,Thu Sep 27 19:50:16 +0000 2018,0.9,0.1,0.0,"RT @peterbakernyt: Kavanaugh: ""You may defeat me in the final vote but you’ll never get me to quit. Never.""",The New York Times
-0.422,93,Thu Sep 27 19:50:03 +0000 2018,0.756,0.16,0.084,Americans had their first chance to see Dr. Christine Blasey Ford testify about the alleged assault by Judge Brett… https://t.co/Uol1nB8HXV,The New York Times
-0.077,94,Thu Sep 27 19:48:41 +0000 2018,0.773,0.12,0.107,"As Brett Kavanaugh recounted his daughters praying last night for Dr. Christine Blasey Ford, he broke down in tears… https://t.co/FyEMOusEYm",The New York Times
0.202,95,Thu Sep 27 19:45:04 +0000 2018,0.924,0.0,0.076,"RT @SherylNYT: Christine Blasey Ford's GoFundMe is already on the site's list of top fundraisers. It says she has raised nearly $350,000 so…",The New York Times
-0.178,96,Thu Sep 27 19:40:09 +0000 2018,0.735,0.147,0.118,"Merle Debuskey, a renowned press agent who was an influential force on and off Broadway for decades, died on Tuesda… https://t.co/RJ8iOtjMPD",The New York Times
0.226,97,Thu Sep 27 19:33:13 +0000 2018,0.863,0.0,0.137,"RT @adamliptak: Kavanaugh: ""You have replaced advice and consent with search and destroy.""",The New York Times
-0.572,98,Thu Sep 27 19:30:44 +0000 2018,0.821,0.179,0.0,"Watch live: “My family and my name have been totally and permanently destroyed,” a visibly furious Brett Kavanaugh… https://t.co/1TYQLMmr6C",The New York Times
0.25,99,Thu Sep 27 19:25:05 +0000 2018,0.913,0.0,0.087,"The EPA plans to dissolve its Office of the Science Advisor, a senior post that was created to counsel the EPA admi… https://t.co/QOs1Y73bQ8",The New York Times
0.0,100,Thu Sep 27 19:25:03 +0000 2018,1.0,0.0,0.0,"At the #nytnewrules summit, 

Candidates @PearlKimPA of Pennsylvania and @RashidaTlaib of Michigan are discussing w… https://t.co/3ZfhvDxkzu",The New York Times
